supplier_lead_time,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,on_time_delivery,Promised_Lead_Time,Is_Weekend_Order,Is_Peak_Season,Is_Weekend_Delivery,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,DayOfYear_sin,DayOfYear_cos,supplier_on_time_rate,supplier_delay_rate,supplier_count,Reliable_Supplier,Risky_Supplier,Experienced_Supplier,Risk_Combo,Almost_Certain_OnTime,Very_Likely_Delayed,Safe_Combo,Extreme_Risk,Cost_per_Day,Distance_per_Day,log_Promised_Lead_Time,sqrt_Promised_Lead_Time,log_shipping_distance_km,sqrt_shipping_distance_km,log_unit_price,sqrt_unit_price,log_Risk_Combo,sqrt_Risk_Combo,log_supplier_delay_rate,sqrt_supplier_delay_rate,delayed_reason_code_Operational,delayed_reason_code_Traffic,delayed_reason_code_Weather,Lead_Bin_Fast,Lead_Bin_Normal,Lead_Bin_Slow,Lead_Bin_VerySlow,Dist_Bin_Regional,Dist_Bin_National,Dist_Bin_Continental,Dist_Bin_International,Price_Quantile_MediumLow,Price_Quantile_Medium,Price_Quantile_MediumHigh,Price_Quantile_High,supplier_rating_2.6,supplier_rating_2.7,supplier_rating_2.8,supplier_rating_2.9,supplier_rating_3.0,supplier_rating_3.1,supplier_rating_3.2,supplier_rating_3.3,supplier_rating_3.4,supplier_rating_3.5,supplier_rating_3.6,supplier_rating_3.7,supplier_rating_3.8,supplier_rating_3.9,supplier_rating_4.0,supplier_rating_4.1,supplier_rating_4.2,supplier_rating_4.3,supplier_rating_4.4,supplier_rating_4.5,supplier_rating_4.6,supplier_rating_4.7,supplier_rating_4.8,supplier_rating_4.9,supplier_rating_5.0
5,Road,1492,30,4691.86,140755.8,Rainy,Central,Yes,97.8,BlueDart,1,5,0,0,0,0.8660254,-0.5,0.9749279,-0.22252093,0.9989315,-0.046215046,0.33078304,0.66921693,3,0,1,0,53.26967,0,0,0,0,781.9767,248.66667,1.7917595,2.236068,7.3085427,38.626415,8.453797,68.497154,3.9939654,7.2986073,0.5123546,0.8180568,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4,Road,1245,83,1034.5,85863.5,Clear,South,No,76.2,BlueDart,0,4,1,0,0,-0.8660254,0.5,-0.9749279,-0.22252093,-0.9467139,0.3220757,0.33078304,0.66921693,3,0,1,0,36.003872,0,0,0,0,206.9,249.0,1.609438,2.0,7.1276937,35.284557,6.94264,32.163643,3.6110225,6.000323,0.5123546,0.8180568,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,Road,488,7,943.99,6607.93,Rainy,Central,No,75.3,FedEx,0,8,0,1,1,-0.5,0.8660254,-0.43388373,-0.90096885,-0.782597,0.6225287,0.2549091,0.7450909,2,0,1,0,35.049076,0,0,0,0,104.88778,54.22222,2.1972246,2.828427,6.1923623,22.090721,6.8511744,30.72442,3.5848813,5.920226,0.5568066,0.8631865,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
9,Air,494,76,2525.26,191919.77,Rainy,North,Yes,87.6,DHL,1,9,0,0,1,1.2246469e-16,-1.0,-0.43388373,-0.90096885,0.04514102,-0.99898064,0.33078304,0.66921693,3,0,1,0,35.776337,0,0,0,0,252.526,49.4,2.3025851,3.0,6.204558,22.22611,7.834495,50.251965,3.6048546,5.9813323,0.5123546,0.8180568,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,Sea,971,57,157.96,9003.72,Clear,Central,No,94.2,Delhivery,0,2,0,0,0,0.8660254,-0.5,0.7818315,0.6234898,0.9248026,-0.38044736,0.30036363,0.69963634,2,0,1,0,14.986211,0,1,0,1,52.65333,323.66666,1.0986123,1.4142135,6.879356,31.160873,5.0686526,12.568213,2.7717266,3.8712027,0.53041434,0.8364427,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4,Road,386,96,2568.77,246601.92,Rainy,East,No,89.2,Delhivery,1,4,0,0,0,0.8660254,0.5,0.43388373,-0.90096885,0.71127576,0.7029131,0.35866666,0.64133334,4,0,1,0,12.46752,0,0,0,0,513.754,77.2,1.609438,2.0,5.9584246,19.646883,7.8515716,50.683033,2.6002808,3.5309377,0.4955089,0.8008329,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Sea,1248,20,941.89,18837.8,Storm,South,No,90.4,Delhivery,1,6,1,1,1,-0.5,0.8660254,-0.7818315,0.6234898,-0.83318293,0.55299747,0.31466666,0.6853333,1,0,1,0,55.42976,0,0,0,0,134.55571,178.28572,1.9459101,2.4494898,7.1300983,35.32704,6.8489494,30.690226,4.0329967,7.4451165,0.52196336,0.8278486,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Sea,33,6,323.0,1938.0,Storm,West,Yes,92.7,BlueDart,0,10,1,0,0,-0.8660254,-0.5,-0.9749279,-0.22252093,-0.64003813,-0.76834315,0.2670476,0.73295236,1,0,1,0,9.748266,0,0,0,0,29.363636,3.0,2.3978953,3.1622777,3.5263605,5.7445626,5.7807436,17.9722,2.3747444,3.1222215,0.5498265,0.85612637,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6,Sea,1427,71,1548.7,109957.7,Rainy,North,No,81.5,DHL,0,6,0,0,1,-0.8660254,-0.5,0.0,1.0,-0.6660889,-0.7458724,0.2670476,0.73295236,1,0,1,0,67.1531,0,0,0,0,221.24286,203.85715,1.9459101,2.4494898,7.26403,37.775654,7.3458166,39.353527,4.2217565,8.194699,0.5498265,0.85612637,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,Air,1275,88,1080.21,95058.48,Clear,South,No,87.3,EcomExpress,0,2,0,1,0,-0.5,0.8660254,0.7818315,0.6234898,-0.55568194,0.8313949,0.2670476,0.73295236,1,0,1,0,20.15619,0,1,0,1,360.07,425.0,1.0986123,1.4142135,7.1514854,35.70714,6.985836,32.866547,3.0519326,4.4895644,0.5498265,0.85612637,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,Sea,213,49,885.17,43373.33,Storm,South,No,77.0,FedEx,0,8,0,0,0,1.0,6.123234e-17,0.9749279,-0.22252093,0.95079035,0.3098349,0.2670476,0.73295236,1,0,1,0,18.353128,0,0,0,0,98.35222,23.666666,2.1972246,2.828427,5.365976,14.59452,6.7869086,29.751806,2.9628541,4.284055,0.5498265,0.85612637,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,Air,1244,50,2382.16,119108.0,Rainy,South,Yes,99.3,Delhivery,0,4,0,0,0,-0.8660254,0.5,-0.43388373,-0.90096885,-0.95211405,0.30574307,0.24382609,0.7561739,3,0,1,0,40.65191,0,0,0,0,476.432,248.8,1.609438,2.0,7.1268907,35.270386,7.7761827,48.807377,3.7293472,6.375885,0.56313753,0.8695826,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Sea,368,59,4425.18,261085.62,Clear,East,No,86.8,BlueDart,0,4,0,1,1,0.5,0.8660254,0.9749279,-0.22252093,0.17117706,0.9852403,0.2670476,0.73295236,1,0,1,0,13.720868,0,0,0,0,885.036,73.6,1.609438,2.0,5.9107966,19.183327,8.395292,66.522026,2.6892662,3.704169,0.5498265,0.85612637,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8,Sea,1222,30,3566.26,106987.8,Storm,Central,Yes,82.6,BlueDart,1,8,0,0,0,0.8660254,0.5,0.7818315,0.6234898,0.68667597,0.72696364,0.31466666,0.6853333,1,0,1,0,72.48085,0,0,0,0,396.2511,135.77777,2.1972246,2.828427,7.109062,34.957115,8.179553,59.71817,4.2970247,8.513569,0.52196336,0.8278486,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,Air,761,63,228.41,14389.83,Clear,South,Yes,98.4,FedEx,0,5,0,0,0,-0.8660254,-0.5,-0.43388373,-0.90096885,-0.71579534,-0.69831014,0.2670476,0.73295236,1,0,1,0,31.5536,0,0,0,0,38.068333,126.833336,1.7917595,2.236068,6.6359468,27.58623,5.4355106,15.113239,3.482888,5.617259,0.5498265,0.85612637,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Road,943,3,1846.21,5538.63,Rainy,East,No,82.6,DHL,0,9,0,1,0,0.5,0.8660254,0.9749279,-0.22252093,0.401229,0.9159778,0.2670476,0.73295236,1,0,1,0,68.80224,0,0,0,0,184.621,94.3,2.3025851,3.0,6.8501263,30.708305,7.5214314,42.967545,4.245666,8.294711,0.5498265,0.85612637,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7,Air,582,69,2177.72,150262.69,Rainy,South,No,92.0,DHL,1,7,0,0,0,-0.5,-0.8660254,-0.43388373,-0.90096885,-0.075189576,-0.99716926,0.31466666,0.6853333,1,0,1,0,32.71781,0,0,0,0,272.215,72.75,2.0794415,2.6457512,6.368187,24.124676,7.686493,46.666046,3.5180264,5.719949,0.52196336,0.8278486,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,Air,534,56,4889.47,273810.3,Rainy,West,Yes,74.4,FedEx,0,2,0,0,0,-0.8660254,-0.5,0.7818315,0.6234898,-0.76211405,-0.6474428,0.2549091,0.7450909,2,0,1,0,9.447753,0,0,0,0,1629.8234,178.0,1.0986123,1.4142135,6.2822666,23.10844,8.495044,69.92474,2.346387,3.0737197,0.5568066,0.8631865,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7,Air,265,64,4051.7,259308.8,Rainy,South,No,99.7,DHL,0,7,0,0,0,-1.0,-1.8369701e-16,0.7818315,0.6234898,-0.94175893,-0.33628872,0.28730392,0.7126961,3,0,1,0,18.209385,0,0,0,0,506.4625,33.125,2.0794415,2.6457512,5.583496,16.27882,8.307138,63.652966,2.955399,4.267246,0.5380688,0.8442133,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Sea,723,56,821.09,45981.04,Clear,North,Yes,71.2,EcomExpress,1,10,0,0,0,-0.8660254,0.5,0.0,1.0,-0.93507487,0.35445023,0.33107692,0.6689231,6,0,1,0,55.05237,0,0,0,0,74.64455,65.72727,2.3978953,3.1622777,6.584791,26.888659,6.7118497,28.654669,4.0262866,7.4197283,0.51217854,0.8178772,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Sea,1467,99,4251.54,420902.47,Cloudy,East,Yes,84.0,DHL,0,9,0,0,1,0.8660254,-0.5,-0.43388373,-0.90096885,0.9039462,-0.42764622,0.24382609,0.7561739,3,0,1,0,106.6432,0,0,0,0,425.154,146.7,2.3025851,3.0,7.291656,38.301437,8.355271,65.203835,4.678822,10.326819,0.56313753,0.8695826,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Air,637,58,1180.48,68467.84,Clear,North,Yes,72.0,Delhivery,0,2,0,0,1,-1.0,-1.8369701e-16,0.43388373,-0.90096885,-0.9977069,-0.067682765,0.2549091,0.7450909,2,0,1,0,10.98264,0,0,0,0,393.49335,212.33333,1.0986123,1.4142135,6.4583383,25.23886,7.074523,34.358112,2.483459,3.3140066,0.5568066,0.8631865,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,Air,218,55,433.53,23844.15,Clear,South,Yes,78.5,BlueDart,1,3,0,0,1,0.5,-0.8660254,0.9749279,-0.22252093,0.7187919,-0.6952253,0.317,0.683,4,0,1,0,6.51582,0,0,0,0,108.3825,54.5,1.3862944,1.7320508,5.389072,14.764823,6.074265,20.821383,2.0170102,2.5526104,0.5205779,0.8264381,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Sea,946,44,1165.57,51285.08,Cloudy,South,No,93.7,FedEx,0,4,0,0,0,-0.5,-0.8660254,0.43388373,-0.90096885,-0.2944616,-0.9556633,0.23366667,0.76633334,4,0,1,0,32.063385,0,0,0,0,233.114,189.2,1.609438,2.0,6.853299,30.757113,7.061823,34.140446,3.4984264,5.662454,0.56890583,0.87540466,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Air,1381,94,4291.43,403394.4,Cloudy,North,No,75.5,DHL,0,10,0,1,1,0.5,0.8660254,0.9749279,-0.22252093,0.051584367,0.9986686,0.2670476,0.73295236,1,0,1,0,108.55025,0,0,0,0,390.13,125.545456,2.3978953,3.1622777,7.231287,37.161808,8.364608,65.50901,4.6963835,10.418745,0.5498265,0.85612637,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,Road,281,41,2755.89,112991.49,Clear,West,Yes,94.5,FedEx,0,2,0,0,0,1.2246469e-16,-1.0,0.7818315,0.6234898,0.33122122,-0.94355315,0.24382609,0.7561739,3,0,1,0,5.7620454,0,0,0,0,918.63,93.666664,1.0986123,1.4142135,5.641907,16.763054,7.9218583,52.49657,1.9113253,2.4004261,0.56313753,0.8695826,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,Air,1081,36,4820.5,173538.0,Storm,South,Yes,85.1,EcomExpress,0,3,1,0,0,1.0,6.123234e-17,-0.9749279,-0.22252093,0.875539,0.48314747,0.2670476,0.73295236,1,0,1,0,25.968502,0,1,0,1,1205.125,270.25,1.3862944,1.7320508,6.9865665,32.878563,8.480841,69.42982,3.2946696,5.09593,0.5498265,0.85612637,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Road,800,77,2740.37,211008.48,Rainy,North,Yes,73.0,BlueDart,1,7,1,0,1,-0.5,-0.8660254,-0.7818315,0.6234898,-0.45370308,-0.8911529,0.33078304,0.66921693,3,0,1,0,42.160667,0,0,0,0,342.54626,100.0,2.0794415,2.6457512,6.685861,28.284271,7.916213,52.348545,3.7649295,6.4931245,0.5123546,0.8180568,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Sea,316,80,4781.86,382548.8,Storm,North,Yes,87.4,BlueDart,0,5,1,0,0,-1.0,-1.8369701e-16,-0.9749279,-0.22252093,-0.98820424,-0.15314166,0.2670476,0.73295236,1,0,1,0,15.24541,0,0,0,0,796.9767,52.666668,1.7917595,2.236068,5.7589016,17.776388,8.472794,69.15099,2.7878103,3.904537,0.5498265,0.85612637,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Air,755,22,4272.65,93998.3,Cloudy,East,Yes,93.0,Delhivery,0,2,0,1,1,-0.5,0.8660254,-0.43388373,-0.90096885,-0.782597,0.6225287,0.30036363,0.69963634,2,0,1,0,11.963781,0,0,0,0,1424.2167,251.66667,1.0986123,1.4142135,6.6280413,27.477262,8.360224,65.36551,2.5621595,3.45887,0.53041434,0.8364427,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5,Road,610,13,4384.74,57001.62,Storm,North,Yes,75.8,FedEx,1,5,0,0,0,-0.5,-0.8660254,0.9749279,-0.22252093,-0.4990686,-0.8665625,0.317,0.683,4,0,1,0,24.2465,0,0,0,0,730.79,101.666664,1.7917595,2.236068,6.4150968,24.698177,8.386114,66.21737,3.2286875,4.9240737,0.5205779,0.8264381,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Road,1500,39,4168.21,162560.19,Cloudy,East,No,81.4,Delhivery,0,4,0,0,0,-0.8660254,-0.5,-0.43388373,-0.90096885,-0.7944973,-0.6072676,0.2670476,0.73295236,1,0,1,0,46.90895,0,0,0,0,833.642,300.0,1.609438,2.0,7.3138866,38.72983,8.335482,64.561676,3.8693023,6.849011,0.5498265,0.85612637,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10,Sea,28,54,602.6,32540.4,Clear,West,No,88.6,BlueDart,0,10,0,0,1,0.8660254,-0.5,0.9749279,-0.22252093,0.91812146,-0.39629912,0.30036363,0.69963634,2,0,1,0,8.955345,0,0,0,0,54.78182,2.5454545,2.3978953,3.1622777,3.3672957,5.2915025,6.4029117,24.547913,2.2981095,2.9925482,0.53041434,0.8364427,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Air,730,2,764.93,1529.86,Clear,West,Yes,79.2,Delhivery,1,6,0,0,1,-0.8660254,-0.5,0.0,1.0,-0.57166666,-0.82048595,0.31466666,0.6853333,1,0,1,0,34.1296,0,0,0,0,109.27571,104.28571,1.9459101,2.4494898,6.5944133,27.018513,6.641091,27.657368,3.5590441,5.8420544,0.52196336,0.8278486,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Sea,124,62,4605.67,285551.53,Rainy,South,No,75.4,Delhivery,0,6,0,0,0,0.5,-0.8660254,0.43388373,-0.90096885,0.5175855,-0.8556315,0.24382609,0.7561739,3,0,1,0,10.162977,0,0,0,0,657.9529,17.714285,1.9459101,2.4494898,4.828314,11.135529,8.435261,67.86509,2.4126027,3.1879425,0.56313753,0.8695826,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,Road,1205,88,4665.59,410571.9,Storm,Central,Yes,97.5,EcomExpress,1,7,0,0,0,-1.0,-1.8369701e-16,-0.43388373,-0.90096885,-0.95785236,-0.28726098,0.3458182,0.65418184,2,0,1,0,59.75951,0,0,0,0,583.1987,150.625,2.0794415,2.6457512,7.095064,34.713108,8.448184,68.30512,4.1069236,7.7304273,0.5033065,0.80881506,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,Sea,866,87,802.29,69799.23,Rainy,West,Yes,77.3,BlueDart,0,9,0,0,0,0.8660254,0.5,0.9749279,-0.22252093,0.77991253,0.6258885,0.30036363,0.69963634,2,0,1,0,60.826385,0,0,0,0,80.229,86.6,2.3025851,3.0,6.765039,29.427877,6.688716,28.324724,4.12433,7.799127,0.53041434,0.8364427,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,Road,1473,78,1189.41,92773.98,Cloudy,Central,No,87.1,DHL,1,4,1,1,0,0.5,0.8660254,-0.7818315,0.6234898,0.35344467,0.93545544,0.34432,0.65568,5,0,1,0,41.255386,0,0,0,0,237.882,294.6,1.609438,2.0,7.295735,38.37968,7.082053,34.487823,3.7437317,6.4230356,0.5042118,0.8097407,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,Air,1436,91,3246.34,295416.94,Clear,Central,No,78.9,FedEx,1,7,0,0,0,-1.0,-1.8369701e-16,0.9749279,-0.22252093,-0.94740427,-0.32003924,0.30036363,0.69963634,2,0,1,0,75.2249,0,0,0,0,405.7925,179.5,2.0794415,2.6457512,7.270313,37.894592,8.085591,56.97666,4.3336883,8.673229,0.53041434,0.8364427,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
8,Sea,713,17,611.84,10401.28,Storm,North,No,76.4,DHL,0,8,0,0,0,1.2246469e-16,-1.0,0.43388373,-0.90096885,0.41105375,-0.9116111,0.28730392,0.7126961,3,0,1,0,46.353752,0,0,0,0,67.98222,79.22222,2.1972246,2.828427,6.570883,26.70206,6.4181037,24.7354,3.857646,6.808359,0.5380688,0.8442133,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Air,535,47,420.12,19745.64,Clear,North,Yes,70.7,FedEx,0,10,0,0,0,1.2246469e-16,-1.0,-0.43388373,-0.90096885,0.3953118,-0.918547,0.2670476,0.73295236,1,0,1,0,46.542477,0,0,0,0,38.192726,48.636364,2.3978953,3.1622777,6.2841344,23.130068,6.0429177,20.496828,3.8616235,6.8222046,0.5498265,0.85612637,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8,Sea,1342,29,4995.37,144865.73,Rainy,Central,Yes,94.9,BlueDart,1,8,0,0,0,0.8660254,0.5,0.7818315,0.6234898,0.68667597,0.72696364,0.28730392,0.7126961,3,0,1,0,82.21662,0,0,0,0,555.04114,149.11111,2.1972246,2.828427,7.202661,36.63332,8.516467,70.67793,4.4214473,9.067338,0.5380688,0.8442133,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4,Sea,944,22,3757.5,82665.0,Storm,West,Yes,78.0,Delhivery,1,4,1,0,0,1.0,6.123234e-17,-0.9749279,-0.22252093,0.875539,0.48314747,0.3458182,0.65418184,2,0,1,0,27.318632,0,0,0,0,751.5,188.8,1.609438,2.0,6.851185,30.724583,8.231775,61.29845,3.34352,5.2267227,0.5033065,0.80881506,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,Sea,131,17,4940.62,83990.54,Clear,Central,No,90.4,EcomExpress,1,7,0,0,0,1.2246469e-16,-1.0,0.7818315,0.6234898,0.21547732,-0.97650886,0.30036363,0.69963634,2,0,1,0,11.31312,0,0,0,0,617.5775,16.375,2.0794415,2.6457512,4.882802,11.445523,8.505448,70.28954,2.5106654,3.3634982,0.53041434,0.8364427,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5,Air,1359,34,211.5,7191.0,Rainy,West,No,90.9,DHL,0,5,0,0,1,0.8660254,0.5,0.7818315,0.6234898,0.68667597,0.72696364,0.2670476,0.73295236,1,0,1,0,53.468876,0,0,0,0,35.25,226.5,1.7917595,2.236068,7.21524,36.864616,5.358942,14.543039,3.9976294,7.3122416,0.5498265,0.85612637,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,Air,411,61,2768.18,168858.98,Storm,West,Yes,83.9,BlueDart,1,2,1,0,0,0.8660254,-0.5,-0.7818315,0.6234898,0.9933901,-0.11478762,0.28730392,0.7126961,3,0,1,0,7.283754,0,0,0,0,922.7267,137.0,1.0986123,1.4142135,6.0210233,20.273134,7.9263067,52.613495,2.1142962,2.698843,0.5380688,0.8442133,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6,Sea,273,38,1954.38,74266.44,Cloudy,Central,Yes,76.2,FedEx,0,6,0,0,0,-0.8660254,-0.5,0.43388373,-0.90096885,-0.7839338,-0.6208444,0.2670476,0.73295236,1,0,1,0,16.403475,0,0,0,0,279.19714,39.0,1.9459101,2.4494898,5.613128,16.52271,7.57834,44.20837,2.85667,4.0501204,0.5498265,0.85612637,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,Air,678,16,1841.69,29467.04,Cloudy,Central,Yes,74.8,BlueDart,1,5,1,0,0,-0.8660254,0.5,-0.9749279,-0.22252093,-0.9962103,0.08697723,0.31466666,0.6853333,1,0,1,0,26.659466,0,0,0,0,306.94833,113.0,1.7917595,2.236068,6.5206213,26.038433,7.518982,42.914917,3.319968,5.1632805,0.52196336,0.8278486,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7,Air,833,86,3738.55,321515.3,Cloudy,Central,No,96.9,Delhivery,0,7,0,1,0,0.5,0.8660254,0.7818315,0.6234898,0.03439806,0.9994082,0.2549091,0.7450909,2,0,1,0,48.66189,0,0,0,0,467.31876,104.125,2.0794415,2.6457512,6.7262335,28.86174,8.226721,61.143684,3.9052377,6.975807,0.5568066,0.8631865,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
