Customer_rating,Cost_of_the_Product,Weight_in_gms,Reached.on.Time_Y.N,order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipping_distance_km,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Cost_to_Weight_Ratio
3,221,4114,1,ORD07005,SUP_003,4.82,10,2025-12-04,2025-12-14,2025-12-15,434,10.65,442,Clear,West,No,0.57,LocalTruckers,Weather,0,False,True,True,False,0.053719008251405194
5,141,5000,0,ORD07006,SUP_017,3.32,6,2025-09-16,2025-09-22,2025-09-23,197,40.15,282,Clear,West,Yes,0.64,LocalTruckers,Weather,0,False,True,False,True,0.028199999994359997
1,238,4910,0,ORD07007,SUP_006,3.02,9,2025-10-15,2025-10-24,2025-10-23,732,44.11,714,Clear,West,Yes,0.68,LocalTruckers,Weather,1,False,True,False,False,0.048472505081777494
2,126,4372,1,ORD07008,SUP_017,3.51,4,2025-02-28,2025-03-04,2025-03-02,1074,34.2,630,Clear,West,No,0.77,LocalTruckers,Weather,1,False,True,True,False,0.028819762116006457
1,196,4752,0,ORD07009,SUP_017,3.59,4,2025-02-04,2025-02-08,2025-02-13,1044,40.05,392,Clear,West,Yes,0.8,DHL,Customs,0,False,True,True,False,0.04124579123711157
3,169,4032,1,ORD07010,SUP_011,2.6,8,2025-01-13,2025-01-21,2025-01-20,601,41.05,338,Clear,East,No,0.89,FedEx,Weather,1,False,True,False,False,0.04191468252928703
3,249,5184,0,ORD07011,SUP_007,4.65,4,2025-11-15,2025-11-19,2025-11-22,798,30.26,747,Storm,East,Yes,0.54,DHL,Weather,0,False,True,True,False,0.048032407398141894
2,198,4659,0,ORD07012,SUP_002,4.99,8,2025-01-24,2025-02-01,2025-01-30,1080,42.54,1188,Clear,West,No,0.6,FedEx,Weather,1,False,True,False,True,0.042498390203370165
3,197,4410,0,ORD07013,SUP_019,4.81,13,2025-11-15,2025-11-28,2025-11-29,1236,41.69,591,Storm,South,Yes,0.75,FedEx,Customs,0,False,True,True,False,0.04467120180392943
5,251,5215,1,ORD07014,SUP_002,4.65,4,2025-06-24,2025-06-28,2025-06-26,485,46.64,1004,Storm,North,No,0.62,DHL,Weather,1,False,True,False,True,0.048130393087606825
4,145,5780,0,ORD07015,SUP_013,4.98,6,2025-11-01,2025-11-07,2025-11-07,851,46.85,435,Clear,North,No,0.93,FedEx,Weather,1,False,True,False,True,0.025086505185971192
1,249,5253,1,ORD07016,SUP_016,4.77,9,2025-07-12,2025-07-21,2025-07-23,1507,31.19,747,Storm,South,No,0.81,DHL,Customs,0,False,True,True,False,0.047401484856767276
1,103,5089,0,ORD07017,SUP_017,4.22,10,2025-11-18,2025-11-28,2025-11-26,374,11.26,412,Clear,North,Yes,0.74,DHL,Weather,1,False,True,True,False,0.02023973275294955
5,264,4426,0,ORD07018,SUP_011,2.92,5,2025-04-02,2025-04-07,2025-04-10,206,10.76,1320,Rainy,East,No,0.5,LocalTruckers,Customs,0,False,True,False,True,0.059647537266234174
1,206,4243,1,ORD07019,SUP_009,2.89,11,2025-12-10,2025-12-21,2025-12-23,1187,47.56,1236,Storm,West,No,0.92,FedEx,Customs,0,False,True,False,True,0.0485505538419631
4,139,5135,0,ORD07020,SUP_009,2.62,4,2025-01-14,2025-01-18,2025-01-18,161,23.49,417,Rainy,East,No,0.73,LocalTruckers,Weather,1,False,True,False,True,0.027069133392975824
3,270,5248,1,ORD07021,SUP_014,3.53,10,2025-03-12,2025-03-22,2025-03-25,1036,25.1,540,Storm,South,Yes,0.76,DHL,Traffic,0,False,True,True,False,0.05144817072190393
2,227,4878,1,ORD07022,SUP_013,4.52,10,2025-02-09,2025-02-19,2025-02-23,1528,28.8,454,Clear,East,Yes,0.84,DHL,Customs,0,False,True,True,False,0.04653546534511368
1,179,4828,0,ORD07023,SUP_011,3.73,6,2025-01-04,2025-01-10,2025-01-12,1842,20.63,358,Clear,North,Yes,0.96,FedEx,Customs,0,False,True,False,True,0.03707539353001752
3,273,5269,1,ORD07024,SUP_012,3.42,3,2025-12-13,2025-12-16,2025-12-20,1146,33.62,819,Clear,North,Yes,0.58,LocalTruckers,Weather,0,False,True,False,True,0.051812488128333174
1,153,4944,1,ORD07025,SUP_003,2.77,3,2025-10-23,2025-10-26,2025-10-26,1003,41.38,306,Clear,South,No,0.53,LocalTruckers,Weather,1,False,True,True,False,0.030946601935488146
1,112,5248,1,ORD07026,SUP_001,2.63,4,2025-01-02,2025-01-06,2025-01-08,1266,20.29,672,Storm,West,Yes,0.56,FedEx,Weather,0,False,True,False,True,0.021341463410567554
3,114,5865,0,ORD07027,SUP_008,3.5,14,2025-11-10,2025-11-24,2025-11-26,1548,39.72,456,Clear,East,Yes,0.86,DHL,Weather,0,False,True,False,False,0.01943734015013856
4,214,4117,1,ORD07028,SUP_019,2.75,11,2025-07-27,2025-08-07,2025-08-06,1346,36.88,428,Rainy,North,Yes,0.56,DHL,Weather,1,False,True,False,False,0.051979596781156275
4,196,5031,0,ORD07029,SUP_013,2.76,4,2025-07-13,2025-07-17,2025-07-20,1007,31.02,784,Storm,North,No,0.75,FedEx,Weather,0,False,True,True,False,0.03895845755536504
1,159,4382,0,ORD07030,SUP_007,3.49,4,2025-08-08,2025-08-12,2025-08-17,785,23.02,318,Rainy,West,Yes,0.85,FedEx,Traffic,0,False,True,False,True,0.03628480145223989
2,258,5862,0,ORD07031,SUP_013,3.76,8,2025-01-22,2025-01-30,2025-02-02,922,44.91,516,Clear,North,No,0.85,FedEx,Customs,0,False,True,True,False,0.04401228248993308
5,125,4997,0,ORD07032,SUP_006,2.97,9,2025-02-22,2025-03-03,2025-03-01,143,26.11,375,Clear,East,Yes,0.7,LocalTruckers,Weather,1,False,True,True,False,0.025015009000397236
2,232,5219,1,ORD07033,SUP_003,4.21,9,2025-11-20,2025-11-29,2025-12-03,768,24.99,696,Clear,North,Yes,0.84,FedEx,Customs,0,False,True,False,True,0.04445296032871183
3,196,5709,1,ORD07034,SUP_006,3.55,11,2025-10-23,2025-11-03,2025-11-07,731,35.65,392,Storm,East,No,0.97,DHL,Weather,0,False,True,False,False,0.034331756869095856
2,257,5549,1,ORD07035,SUP_003,2.73,8,2025-04-04,2025-04-12,2025-04-15,717,46.81,771,Rainy,North,Yes,0.51,FedEx,Customs,0,False,True,True,False,0.046314651280173966
1,219,5124,0,ORD07036,SUP_013,4.09,10,2025-06-25,2025-07-05,2025-07-08,1829,30.32,876,Clear,East,Yes,0.83,LocalTruckers,Traffic,0,False,True,True,False,0.042740046830066346
2,223,5977,0,ORD07037,SUP_013,3.39,13,2025-08-10,2025-08-23,2025-08-25,564,38.91,669,Clear,North,Yes,0.76,LocalTruckers,Weather,0,False,True,False,True,0.03730968712777151
1,166,4137,0,ORD07038,SUP_013,2.63,8,2025-10-09,2025-10-17,2025-10-21,1293,28.28,332,Clear,East,Yes,0.6,FedEx,Weather,0,False,True,True,False,0.04012569493833074
1,264,4435,1,ORD07039,SUP_001,4.87,4,2025-09-08,2025-09-12,2025-09-13,1078,18.75,792,Storm,South,Yes,0.65,DHL,Customs,0,False,True,False,False,0.05952649378590157
3,182,5914,0,ORD07040,SUP_008,3.93,3,2025-12-04,2025-12-07,2025-12-12,243,14.96,546,Storm,South,Yes,0.91,FedEx,Customs,0,False,True,True,False,0.030774433542310714
1,260,4529,0,ORD07041,SUP_005,3.69,7,2025-09-19,2025-09-26,2025-09-25,103,15.45,520,Clear,South,No,0.79,LocalTruckers,Weather,1,False,True,False,True,0.05740781628231224
1,268,5486,0,ORD07042,SUP_020,4.65,11,2025-11-25,2025-12-06,2025-12-11,983,10.85,804,Rainy,North,Yes,0.51,DHL,Traffic,0,False,True,True,False,0.048851622302433166
4,272,4098,0,ORD07043,SUP_017,4.84,10,2025-02-14,2025-02-24,2025-02-22,1025,32.12,1088,Clear,West,Yes,0.97,LocalTruckers,Weather,1,False,True,True,False,0.06637384088180237
5,135,4760,0,ORD07044,SUP_009,3.05,6,2025-03-28,2025-04-03,2025-04-08,861,15.24,405,Storm,West,Yes,0.83,LocalTruckers,Customs,0,False,True,True,False,0.028361344531856857
2,164,4442,1,ORD07045,SUP_013,4.53,7,2025-01-11,2025-01-18,2025-01-17,1282,44.63,328,Clear,East,No,0.72,LocalTruckers,Weather,1,False,True,False,True,0.036920306160080976
4,153,5818,0,ORD07046,SUP_013,4.58,7,2025-12-11,2025-12-18,2025-12-16,1661,49.32,765,Rainy,West,Yes,0.85,FedEx,Weather,1,False,True,False,True,0.026297696798505035
4,175,4274,1,ORD07047,SUP_005,2.64,8,2025-02-13,2025-02-21,2025-02-21,1803,29.83,525,Storm,North,No,0.6,LocalTruckers,Weather,1,False,True,True,False,0.040945250341379205
1,231,5148,1,ORD07048,SUP_014,4.28,5,2025-01-03,2025-01-08,2025-01-10,1570,27.99,693,Rainy,East,Yes,0.63,FedEx,Weather,0,False,True,False,True,0.04487179486307851
4,222,5555,0,ORD07049,SUP_011,2.66,7,2025-01-22,2025-01-29,2025-02-01,1703,23.92,666,Rainy,East,Yes,0.57,FedEx,Weather,0,False,True,True,False,0.03996399639244572
4,261,5844,0,ORD07050,SUP_014,3.99,4,2025-01-15,2025-01-19,2025-01-22,1528,35.52,522,Clear,North,Yes,0.69,FedEx,Weather,0,False,True,True,False,0.04466119095745017
2,223,4604,0,ORD07051,SUP_007,4.17,12,2025-10-07,2025-10-19,2025-10-20,1865,34.32,446,Storm,East,No,0.94,LocalTruckers,Customs,0,False,True,True,False,0.04843614247427538
5,222,4027,1,ORD07052,SUP_017,3.42,3,2025-03-01,2025-03-04,2025-03-09,1153,23.74,1110,Storm,West,No,0.69,LocalTruckers,Traffic,0,False,True,False,True,0.05512788675065113
5,240,5794,1,ORD07053,SUP_004,4.7,13,2025-03-21,2025-04-03,2025-04-07,1772,23.73,720,Storm,South,Yes,0.64,LocalTruckers,Weather,0,False,True,True,False,0.04142216084890884
5,137,5208,0,ORD07054,SUP_010,4.5,3,2025-10-07,2025-10-10,2025-10-14,1081,35.79,274,Rainy,West,No,0.84,DHL,Customs,0,False,True,False,False,0.026305683558697064
2,181,5964,0,ORD07055,SUP_010,4.81,12,2025-04-17,2025-04-29,2025-04-28,140,32.18,543,Storm,North,Yes,0.93,DHL,Weather,1,False,True,False,True,0.03034875921691
3,261,5722,1,ORD07056,SUP_015,3.29,9,2025-05-23,2025-06-01,2025-05-31,395,38.74,1044,Rainy,South,Yes,0.62,DHL,Weather,1,False,True,True,False,0.04561342187248979
1,226,4804,0,ORD07057,SUP_020,2.55,4,2025-07-11,2025-07-15,2025-07-14,1071,47.66,452,Storm,South,No,0.9,DHL,Weather,1,False,True,True,False,0.047044129881964165
5,246,5705,0,ORD07058,SUP_012,4.53,6,2025-09-16,2025-09-22,2025-09-26,400,41.18,492,Clear,West,No,0.65,DHL,Customs,0,False,True,False,True,0.04312007010637685
4,226,5460,0,ORD07059,SUP_009,3.06,7,2025-05-16,2025-05-23,2025-05-26,259,22.17,452,Rainy,South,No,0.62,LocalTruckers,Weather,0,False,True,False,True,0.04139194138436045
4,238,4723,0,ORD07060,SUP_003,3.67,9,2025-12-01,2025-12-10,2025-12-14,307,40.36,476,Clear,West,No,0.73,LocalTruckers,Traffic,0,False,True,True,False,0.05039170017988742
1,173,4453,1,ORD07061,SUP_015,4.54,4,2025-06-10,2025-06-14,2025-06-13,1114,28.0,519,Clear,West,Yes,0.53,LocalTruckers,Weather,1,False,True,True,False,0.0388502133305973
4,257,4415,0,ORD07062,SUP_012,3.04,8,2025-07-09,2025-07-17,2025-07-19,776,41.11,1028,Clear,West,Yes,0.92,FedEx,Weather,0,False,True,True,False,0.05821064551342907
2,160,5112,1,ORD07063,SUP_015,3.28,3,2025-11-16,2025-11-19,2025-11-17,745,45.46,640,Clear,North,Yes,0.93,FedEx,Weather,1,False,True,True,False,0.03129890453221852
3,179,4459,1,ORD07064,SUP_001,3.6,9,2025-09-27,2025-10-06,2025-10-09,353,20.0,537,Rainy,South,No,0.83,LocalTruckers,Traffic,0,False,True,True,False,0.040143529930445496
1,101,4807,0,ORD07065,SUP_015,3.18,11,2025-04-12,2025-04-23,2025-04-25,1314,19.55,505,Storm,North,Yes,0.65,LocalTruckers,Customs,0,False,True,True,False,0.021011025583313702
3,263,5390,0,ORD07066,SUP_011,3.65,7,2025-08-28,2025-09-04,2025-09-04,1691,27.3,1052,Rainy,North,No,0.58,LocalTruckers,Weather,1,False,True,False,True,0.04879406307072466
1,210,5683,0,ORD07067,SUP_005,2.52,7,2025-10-21,2025-10-28,2025-11-02,1607,12.06,630,Clear,West,No,0.84,LocalTruckers,Weather,0,False,True,False,True,0.036952313912202654
4,166,5107,0,ORD07068,SUP_007,3.03,6,2025-09-28,2025-10-04,2025-10-06,914,37.43,664,Clear,South,No,0.55,FedEx,Weather,0,False,True,True,False,0.03250440571127777
3,163,4862,0,ORD07069,SUP_012,4.58,5,2025-06-28,2025-07-03,2025-07-08,294,39.99,489,Storm,East,Yes,0.7,FedEx,Customs,0,False,True,True,False,0.03352529822428521
3,143,4402,1,ORD07070,SUP_020,3.53,11,2025-12-28,2026-01-08,2026-01-10,835,23.82,286,Clear,East,Yes,0.54,LocalTruckers,Weather,0,False,True,False,True,0.03248523397717282
3,248,4212,0,ORD07071,SUP_006,4.09,7,2025-09-09,2025-09-16,2025-09-16,640,28.61,1488,Rainy,West,No,0.71,LocalTruckers,Weather,1,False,True,False,True,0.05887939219874658
1,198,4940,0,ORD07072,SUP_003,3.08,10,2025-06-24,2025-07-04,2025-07-06,1908,33.61,396,Rainy,West,No,0.57,LocalTruckers,Weather,0,False,True,True,False,0.04008097165180547
1,150,5355,0,ORD07073,SUP_010,4.12,11,2025-03-06,2025-03-17,2025-03-15,353,12.94,300,Rainy,North,Yes,0.52,DHL,Weather,1,False,True,True,False,0.028011204476561864
3,195,5004,0,ORD07074,SUP_004,5.0,7,2025-01-26,2025-02-02,2025-02-05,1963,38.45,780,Rainy,South,No,0.72,LocalTruckers,Traffic,0,False,True,False,True,0.03896882493226042
4,213,4266,0,ORD07075,SUP_013,3.99,12,2025-05-27,2025-06-08,2025-06-13,1608,31.07,639,Clear,West,No,0.78,LocalTruckers,Traffic,0,False,True,True,False,0.049929676500250895
3,245,5982,1,ORD07076,SUP_019,4.07,11,2025-10-16,2025-10-27,2025-10-28,160,34.97,980,Storm,North,No,0.72,LocalTruckers,Traffic,0,False,True,False,True,0.04095620193230421
1,199,5557,1,ORD07077,SUP_005,2.78,4,2025-09-03,2025-09-07,2025-09-11,1203,38.95,597,Rainy,East,No,0.59,DHL,Traffic,0,False,True,False,True,0.03581068921435834
1,192,4142,1,ORD07078,SUP_018,3.51,11,2025-10-10,2025-10-21,2025-10-21,1435,37.02,768,Clear,North,No,0.54,DHL,Weather,1,False,True,False,False,0.04635441814428913
3,247,4582,0,ORD07079,SUP_001,4.65,13,2025-05-13,2025-05-26,2025-05-31,309,13.81,1482,Rainy,North,No,0.56,LocalTruckers,Weather,0,False,True,False,True,0.053906590996528454
5,221,4741,1,ORD07080,SUP_016,4.59,6,2025-05-20,2025-05-26,2025-05-29,715,41.3,663,Storm,West,No,0.86,DHL,Traffic,0,False,True,False,True,0.04661463825213781
1,200,5193,0,ORD07081,SUP_016,3.81,8,2025-04-19,2025-04-27,2025-04-26,580,34.4,800,Clear,West,No,0.51,DHL,Weather,1,False,True,False,True,0.03851338339331535
3,260,5540,0,ORD07082,SUP_016,4.76,8,2025-04-17,2025-04-25,2025-04-30,610,38.6,780,Rainy,East,Yes,0.92,FedEx,Customs,0,False,True,True,False,0.04693140793376689
5,98,4643,0,ORD07083,SUP_019,2.86,8,2025-06-12,2025-06-20,2025-06-18,1659,20.46,392,Storm,South,No,0.91,LocalTruckers,Weather,1,False,True,True,False,0.02110704285567369
1,198,5719,0,ORD07084,SUP_016,4.15,4,2025-05-25,2025-05-29,2025-05-30,1287,18.86,792,Clear,East,No,0.93,FedEx,Weather,0,False,True,True,False,0.034621437308162015
1,168,5698,1,ORD07085,SUP_001,3.12,9,2025-06-01,2025-06-10,2025-06-08,102,43.04,336,Clear,South,No,0.93,LocalTruckers,Weather,1,False,True,False,True,0.02948402947885503
1,260,5134,0,ORD07086,SUP_020,4.11,8,2025-06-09,2025-06-17,2025-06-22,951,25.62,780,Rainy,South,Yes,0.83,LocalTruckers,Traffic,0,False,True,False,True,0.050642773655893494
1,266,5773,1,ORD07087,SUP_020,2.72,13,2025-03-27,2025-04-09,2025-04-07,239,33.01,1064,Clear,West,No,0.92,DHL,Weather,1,False,True,True,False,0.04607656330398812
3,239,5366,1,ORD07088,SUP_010,4.86,3,2025-10-19,2025-10-22,2025-10-21,1714,32.06,717,Clear,East,No,0.86,LocalTruckers,Weather,1,False,True,True,False,0.04453969436367132
1,214,5801,0,ORD07089,SUP_002,4.47,4,2025-05-08,2025-05-12,2025-05-13,1564,33.41,1070,Rainy,North,Yes,0.65,DHL,Weather,0,False,True,False,True,0.03689019133996032
3,203,5929,0,ORD07090,SUP_014,3.0,9,2025-10-07,2025-10-16,2025-10-20,193,12.78,609,Rainy,North,Yes,0.87,DHL,Traffic,0,False,True,False,True,0.034238488778168576
5,264,4320,1,ORD07091,SUP_008,4.09,3,2025-05-25,2025-05-28,2025-05-26,809,22.1,792,Clear,East,Yes,0.8,FedEx,Weather,1,False,True,False,True,0.061111111096965015
3,169,5607,0,ORD07092,SUP_006,4.4,3,2025-12-07,2025-12-10,2025-12-09,1253,12.66,1014,Rainy,South,No,0.51,DHL,Weather,1,False,True,False,True,0.03014089530405905
1,167,5749,0,ORD07093,SUP_003,3.02,3,2025-02-18,2025-02-21,2025-02-21,1592,29.21,334,Rainy,East,No,0.89,FedEx,Weather,1,False,True,True,False,0.029048530174108793
3,266,5671,1,ORD07094,SUP_016,2.73,10,2025-10-04,2025-10-14,2025-10-13,1929,46.08,1862,Clear,West,Yes,0.93,DHL,Weather,1,False,True,True,False,0.046905307697600894
2,182,4303,0,ORD07095,SUP_017,3.38,6,2025-03-03,2025-03-09,2025-03-11,852,25.57,1820,Rainy,North,No,0.75,FedEx,Customs,0,False,True,True,False,0.04229607249772343
2,195,5339,1,ORD07096,SUP_012,2.84,6,2025-03-04,2025-03-10,2025-03-15,767,41.3,1170,Storm,North,Yes,0.74,LocalTruckers,Traffic,0,False,True,False,False,0.03652369356873503
1,153,5198,0,ORD07097,SUP_019,3.91,4,2025-07-04,2025-07-08,2025-07-11,1141,21.49,459,Clear,South,No,0.71,LocalTruckers,Customs,0,False,True,True,False,0.029434397839662483
1,238,5369,1,ORD07098,SUP_020,3.56,13,2025-07-17,2025-07-30,2025-08-04,922,44.25,714,Clear,West,No,0.85,DHL,Weather,0,True,False,False,False,0.04432855279487268
5,238,5186,0,ORD07099,SUP_003,3.66,13,2025-10-23,2025-11-05,2025-11-10,704,26.78,1904,Storm,East,Yes,0.61,LocalTruckers,Weather,0,True,False,True,False,0.045892788267278675
4,180,5500,0,ORD07100,SUP_013,3.86,13,2025-08-01,2025-08-14,2025-08-13,1181,24.21,1260,Rainy,West,Yes,0.88,LocalTruckers,Weather,1,True,False,False,False,0.03272727272132231
4,262,1177,0,ORD07101,SUP_016,4.96,3,2025-07-01,2025-07-04,2025-07-03,234,37.9,1572,Rainy,North,Yes,0.64,LocalTruckers,Weather,1,True,False,False,True,0.2225998298873408
2,223,1484,1,ORD07102,SUP_011,4.48,14,2025-04-05,2025-04-19,2025-04-18,1825,30.51,1115,Rainy,West,No,0.63,DHL,Weather,1,True,False,False,True,0.15026954167771592
2,275,1924,0,ORD07103,SUP_020,4.07,12,2025-09-07,2025-09-19,2025-09-24,1224,23.49,1375,Clear,East,No,0.9,LocalTruckers,Customs,0,True,False,True,False,0.14293139285710427
2,139,1691,1,ORD07104,SUP_016,3.41,11,2025-06-25,2025-07-06,2025-07-10,1796,12.32,834,Rainy,East,Yes,0.59,LocalTruckers,Weather,0,True,False,False,True,0.08219988167817865
1,245,1884,1,ORD07105,SUP_020,2.57,9,2025-08-28,2025-09-06,2025-09-04,639,16.67,1470,Rainy,East,Yes,0.92,LocalTruckers,Weather,1,True,False,True,False,0.13004246277598594
2,278,1967,0,ORD07106,SUP_002,2.79,6,2025-07-14,2025-07-20,2025-07-24,1548,40.89,1112,Clear,South,No,0.98,FedEx,Customs,0,True,False,False,False,0.14133197755905846
4,243,1118,0,ORD07107,SUP_004,4.33,14,2025-08-27,2025-09-10,2025-09-11,1813,46.83,1215,Clear,North,No,0.66,LocalTruckers,Weather,0,True,False,True,False,0.2173524148324218
1,309,1151,0,ORD07108,SUP_004,3.42,8,2025-12-04,2025-12-12,2025-12-11,808,16.75,1236,Rainy,South,No,0.95,LocalTruckers,Weather,1,True,False,True,False,0.2684622065434733
2,279,1836,0,ORD07109,SUP_017,3.34,4,2025-10-02,2025-10-06,2025-10-05,1966,32.78,1116,Storm,North,No,0.78,FedEx,Weather,1,True,False,True,False,0.15196078423095816
5,247,1461,1,ORD07110,SUP_001,4.72,9,2025-08-28,2025-09-06,2025-09-08,151,11.37,988,Clear,North,Yes,0.63,DHL,Traffic,0,True,False,False,True,0.16906228598969042
5,235,1393,0,ORD07111,SUP_001,3.71,4,2025-07-03,2025-07-07,2025-07-09,1799,21.63,1175,Storm,East,Yes,0.72,DHL,Weather,0,True,False,False,True,0.16870064596647474
3,268,1660,0,ORD07112,SUP_005,4.75,12,2025-01-06,2025-01-18,2025-01-18,1212,27.95,1340,Storm,East,Yes,0.89,FedEx,Weather,1,True,False,False,True,0.16144578303527363
2,309,1782,0,ORD07113,SUP_012,4.72,10,2025-01-23,2025-02-02,2025-02-02,1461,39.44,1236,Clear,North,Yes,0.83,FedEx,Weather,1,True,False,False,True,0.17340067330336661
5,213,4490,0,ORD07114,SUP_006,2.7,10,2025-05-12,2025-05-22,2025-05-24,1771,11.76,639,Storm,East,No,0.74,DHL,Weather,0,True,False,True,False,0.047438752773398936
4,245,5051,0,ORD07115,SUP_006,4.86,3,2025-04-04,2025-04-07,2025-04-08,729,41.25,980,Rainy,East,Yes,0.63,LocalTruckers,Weather,0,True,False,False,True,0.048505246476241284
1,199,4377,1,ORD07116,SUP_017,2.69,10,2025-05-22,2025-06-01,2025-06-01,538,18.11,597,Storm,East,No,0.86,DHL,Weather,1,True,False,False,True,0.04546493030718187
3,192,5669,1,ORD07117,SUP_013,4.91,4,2025-12-17,2025-12-21,2025-12-24,1131,40.38,768,Rainy,West,Yes,0.65,DHL,Traffic,0,True,False,False,False,0.033868407120503013
5,247,4832,0,ORD07118,SUP_008,3.63,8,2025-09-23,2025-10-01,2025-10-04,680,35.02,1482,Clear,South,No,0.66,DHL,Weather,0,True,False,False,True,0.05111754965829521
5,221,4523,0,ORD07119,SUP_012,4.4,3,2025-05-07,2025-05-10,2025-05-11,137,23.58,663,Rainy,West,Yes,0.87,FedEx,Traffic,0,True,False,False,True,0.0488613751826528
4,200,4944,0,ORD07120,SUP_015,4.27,7,2025-06-06,2025-06-13,2025-06-15,1195,38.95,800,Clear,West,No,0.77,LocalTruckers,Customs,0,False,False,False,True,0.040453074425474696
4,260,4224,0,ORD07121,SUP_019,3.8,13,2025-11-25,2025-12-08,2025-12-08,1043,19.45,780,Storm,South,Yes,0.59,LocalTruckers,Weather,1,False,False,True,False,0.061553030288458085
5,98,5188,0,ORD07122,SUP_020,4.05,9,2025-01-26,2025-02-04,2025-02-03,1317,18.79,392,Clear,West,Yes,0.84,LocalTruckers,Weather,1,False,False,True,False,0.01888974556305132
1,198,5025,1,ORD07123,SUP_017,4.87,12,2025-03-24,2025-04-05,2025-04-07,1140,12.47,792,Rainy,North,No,0.63,LocalTruckers,Weather,0,False,False,True,False,0.039402985066785474
1,168,5276,1,ORD07124,SUP_009,4.82,3,2025-08-13,2025-08-16,2025-08-16,343,25.72,336,Clear,East,Yes,0.87,DHL,Weather,1,False,False,False,True,0.0318423047703104
4,260,4730,1,ORD07125,SUP_018,4.14,4,2025-04-22,2025-04-26,2025-04-27,1203,13.91,780,Storm,West,No,0.73,LocalTruckers,Customs,0,False,False,False,True,0.054968287514805855
2,266,4639,0,ORD07126,SUP_002,4.14,9,2025-01-14,2025-01-23,2025-01-26,904,26.78,1064,Storm,West,Yes,0.79,LocalTruckers,Traffic,0,False,False,True,False,0.057339943941077824
1,239,4425,0,ORD07127,SUP_011,3.12,8,2025-04-12,2025-04-20,2025-04-25,89,10.39,717,Rainy,East,No,0.79,LocalTruckers,Weather,0,False,False,True,False,0.054011299422822304
1,214,4573,1,ORD07128,SUP_020,4.57,5,2025-04-09,2025-04-14,2025-04-15,1285,16.2,1070,Rainy,East,No,0.57,LocalTruckers,Traffic,0,False,False,False,True,0.04679641372254616
3,203,4196,0,ORD07129,SUP_017,4.08,12,2025-12-17,2025-12-29,2026-01-03,1129,47.29,609,Clear,South,No,0.82,FedEx,Weather,0,False,False,False,True,0.048379408949385264
4,264,4025,1,ORD07130,SUP_018,4.57,4,2025-06-08,2025-06-12,2025-06-12,761,41.82,792,Rainy,North,Yes,0.92,FedEx,Weather,1,False,False,False,True,0.06559006209550558
3,169,5957,1,ORD07131,SUP_015,4.14,12,2025-04-28,2025-05-10,2025-05-11,340,19.45,1014,Clear,East,No,0.94,LocalTruckers,Weather,0,False,False,False,True,0.028369984886961557
5,167,5042,1,ORD07132,SUP_007,3.25,6,2025-10-10,2025-10-16,2025-10-16,866,38.73,334,Rainy,West,No,0.84,LocalTruckers,Weather,1,False,False,True,False,0.03312177706602107
1,266,4102,1,ORD07133,SUP_016,2.97,5,2025-11-18,2025-11-23,2025-11-23,1692,36.74,1862,Storm,South,Yes,0.97,LocalTruckers,Weather,1,False,False,True,False,0.06484641636644407
3,182,5555,0,ORD07134,SUP_001,2.69,9,2025-02-04,2025-02-13,2025-02-18,756,17.08,1820,Storm,South,Yes,0.79,FedEx,Weather,0,False,False,True,False,0.03276327632173478
1,195,4944,1,ORD07135,SUP_018,3.96,10,2025-09-03,2025-09-13,2025-09-14,1425,24.84,1170,Rainy,East,No,0.62,DHL,Weather,0,False,False,False,False,0.03944174756483783
4,153,4624,0,ORD07136,SUP_008,3.21,4,2025-11-02,2025-11-06,2025-11-04,1195,46.55,459,Clear,West,No,0.82,LocalTruckers,Weather,1,False,False,True,False,0.033088235286961885
4,238,5907,1,ORD07137,SUP_007,4.08,12,2025-06-22,2025-07-04,2025-07-03,1168,39.55,714,Storm,East,Yes,0.95,FedEx,Weather,1,False,False,False,False,0.0402911799491635
4,238,4046,0,ORD07138,SUP_002,2.65,9,2025-01-25,2025-02-03,2025-02-05,1501,40.41,1904,Clear,South,No,0.68,DHL,Traffic,0,False,False,True,False,0.05882352939722602
4,180,4408,0,ORD07139,SUP_012,3.44,10,2025-02-03,2025-02-13,2025-02-16,848,32.56,1260,Storm,West,Yes,0.63,FedEx,Traffic,0,False,False,False,False,0.040834845725763416
1,262,1696,0,ORD07140,SUP_016,3.15,8,2025-05-22,2025-05-30,2025-05-29,1710,36.62,1572,Rainy,West,No,0.97,LocalTruckers,Weather,1,False,False,False,True,0.15448113198438612
5,223,1678,0,ORD07141,SUP_009,3.43,8,2025-01-13,2025-01-21,2025-01-23,1522,30.35,1115,Rainy,South,Yes,0.88,DHL,Customs,0,False,False,False,True,0.13289630504594974
3,275,1349,0,ORD07142,SUP_020,2.64,12,2025-03-14,2025-03-26,2025-03-28,893,39.64,1375,Rainy,North,No,0.52,LocalTruckers,Weather,0,False,True,True,False,0.20385470703939604
