order_id,supplier_id,supplier_rating,supplier_lead_time,order_date,promised_delivery_date,actual_delivery_date,shipment_mode,shipping_distance_km,order_quantity,unit_price,total_order_value,weather_condition,region,holiday_period,previous_on_time_rate,carrier_name,delayed_reason_code,on_time_delivery
4213.0,9284.0,5.0,10,2024-08-10,2024-08-20,2024-08-25,Sea,625,89,2982.87,265475.43,Storm,West,No,77.4,EcomExpress,Weather,0
4214.0,5361.0,4.0,9,2024-11-04,2024-11-13,2024-11-12,Road,1187,78,560.67,43732.26,Cloudy,North,Yes,97.6,EcomExpress,Traffic,1
4215.0,9797.0,3.9,3,2024-03-23,2024-03-26,2024-03-28,Air,1195,22,2950.16,64903.52,Clear,Central,No,84.3,DHL,Operational,0
4216.0,7679.0,4.6,7,2024-03-22,2024-03-29,2024-04-02,Road,217,30,3841.13,115233.9,Storm,North,No,78.4,EcomExpress,Customs,0
4217.0,7608.0,3.8,2,2024-05-15,2024-05-17,2024-05-19,Road,627,28,1449.14,40575.92,Storm,East,Yes,73.2,Delhivery,,0
4218.0,6518.0,3.1,6,2024-08-11,2024-08-17,2024-08-19,Sea,506,75,265.1,19882.5,Cloudy,North,No,72.1,EcomExpress,,0
4219.0,8881.0,4.2,6,2024-04-26,2024-05-02,2024-05-06,Air,101,18,1939.54,34911.72,Storm,Central,No,84.2,BlueDart,Operational,0
4220.0,8707.0,2.6,7,2024-04-20,2024-04-27,2024-04-30,Road,164,67,1906.68,127747.56,Rainy,East,Yes,83.9,BlueDart,,0
4221.0,4890.0,4.1,5,2024-01-11,2024-01-16,2024-01-21,Sea,418,43,1577.18,67818.74,Storm,North,No,76.0,EcomExpress,Customs,0
4222.0,4116.0,3.1,4,2024-09-16,2024-09-20,2024-09-24,Road,848,91,4426.3,402793.3,Storm,Central,No,71.9,Delhivery,Operational,0
4223.0,4331.0,2.6,5,2024-03-23,2024-03-28,2024-03-27,Sea,1002,42,4445.35,186704.7,Cloudy,East,Yes,87.7,DHL,Operational,1
4224.0,6308.0,2.7,8,2024-02-03,2024-02-11,2024-02-12,Road,45,2,2019.14,4038.28,Cloudy,West,No,90.3,Delhivery,,0
4225.0,1582.0,4.2,6,2024-03-15,2024-03-21,2024-03-26,Sea,173,20,3808.9,76178.0,Rainy,South,No,90.9,DHL,Operational,0
4226.0,1431.0,3.4,5,2024-11-23,2024-11-28,2024-12-02,Air,443,19,4676.68,88856.92,Rainy,East,Yes,76.3,EcomExpress,Weather,0
4227.0,3325.0,4.7,9,2024-06-05,2024-06-14,2024-06-16,Air,424,43,3704.06,159274.58,Rainy,West,Yes,95.6,BlueDart,Customs,0
4228.0,1627.0,4.7,10,2024-08-30,2024-09-09,2024-09-13,Air,329,4,3676.72,14706.88,Storm,South,No,82.2,Delhivery,Weather,0
4229.0,1967.0,3.5,3,2024-03-17,2024-03-20,2024-03-21,Road,748,10,3073.15,30731.5,Rainy,Central,Yes,85.0,Delhivery,Customs,0
4230.0,6397.0,4.6,5,2024-09-25,2024-09-30,2024-10-01,Sea,158,15,3697.08,55456.2,Clear,West,No,83.7,DHL,Weather,0
4231.0,5325.0,4.1,7,2024-03-08,2024-03-15,2024-03-17,Air,903,58,2418.53,140274.74,Rainy,Central,No,89.2,DHL,Traffic,0
4232.0,5185.0,3.8,7,2024-11-23,2024-11-30,2024-11-29,Sea,222,57,2264.81,129094.17,Rainy,South,No,85.4,FedEx,Weather,1
4233.0,8322.0,3.9,10,2024-11-20,2024-11-30,2024-12-05,Sea,938,55,4070.33,223868.15,Clear,North,No,70.9,BlueDart,Customs,0
4234.0,5110.0,4.2,10,2024-07-28,2024-08-07,2024-08-08,Air,865,18,2949.35,53088.3,Rainy,Central,No,88.7,BlueDart,Weather,0
4235.0,7271.0,3.7,2,2024-03-05,2024-03-07,2024-03-12,Sea,1327,22,1557.4,34262.8,Rainy,West,No,72.3,EcomExpress,Weather,0
4236.0,4511.0,4.5,7,2024-04-03,2024-04-10,2024-04-12,Sea,920,8,4721.83,37774.64,Rainy,West,No,85.6,BlueDart,,0
4237.0,9230.0,3.4,6,2024-08-21,2024-08-27,2024-08-30,Air,1342,41,3705.41,151921.81,Storm,West,No,73.9,EcomExpress,,0
4238.0,6179.0,3.4,10,2024-03-31,2024-04-10,2024-04-11,Air,1081,1,1757.06,1757.06,Rainy,East,No,95.1,Delhivery,Weather,0
4239.0,1293.0,2.7,6,2024-07-20,2024-07-26,2024-07-31,Road,135,41,128.21,5256.61,Cloudy,North,No,85.0,BlueDart,Traffic,0
4240.0,3372.0,3.9,10,2024-05-24,2024-06-03,2024-06-08,Sea,590,97,2267.66,219963.02,Cloudy,Central,No,89.6,EcomExpress,,0
4241.0,8926.0,4.6,9,2024-11-26,2024-12-05,2024-12-04,Air,1277,56,4661.03,261017.68,Cloudy,North,No,92.9,FedEx,Traffic,1
4242.0,2794.0,,4,2024-01-14,2024-01-18,2024-01-18,Road,923,22,1902.11,41846.42,Rainy,North,Yes,81.6,EcomExpress,Traffic,1
4243.0,5163.0,3.8,8,2024-11-04,2024-11-12,2024-11-15,Air,479,44,4994.45,219755.8,Rainy,North,No,96.6,Delhivery,Customs,0
4244.0,2386.0,3.2,2,2024-08-19,2024-08-16,2024-08-21,Air,1399,62,1178.76,73083.12,Rainy,North,No,72.6,BlueDart,Traffic,1
4245.0,6453.0,2.8,5,2024-06-30,2024-07-05,2024-07-08,Air,846,39,3106.7,121161.3,Cloudy,North,No,94.8,DHL,Customs,0
4246.0,1901.0,4.3,5,2024-01-06,2024-01-11,2024-01-15,Road,37,13,1608.39,20909.07,Rainy,East,No,99.3,BlueDart,Customs,0
4247.0,4328.0,4.6,4,2024-11-12,2024-11-16,2024-11-21,Sea,1114,5,3071.17,15355.85,Storm,South,Yes,78.1,FedEx,Weather,0
4248.0,8238.0,4.2,4,2024-07-01,2024-07-05,2024-07-06,Air,243,53,4330.07,229493.71,Storm,East,No,89.3,FedEx,Weather,0
4249.0,8945.0,4.9,7,2024-01-10,2024-01-17,2024-01-19,Air,943,54,1640.16,88568.64,Storm,Central,Yes,99.4,EcomExpress,Customs,0
4250.0,4019.0,4.1,6,2024-03-22,2024-03-28,2024-03-29,Air,891,5,1744.45,8722.25,Rainy,South,No,89.3,EcomExpress,Operational,0
4251.0,8183.0,3.2,10,2024-05-16,2024-05-26,2024-05-27,Sea,165,95,3629.42,344794.9,Storm,East,No,94.5,EcomExpress,,0
4252.0,6816.0,4.4,10,2024-09-24,2024-10-04,2024-10-06,Air,507,51,4900.24,249912.24,Cloudy,East,Yes,76.6,EcomExpress,Traffic,0
4253.0,1518.0,3.2,4,2024-02-09,2024-02-13,2024-02-16,Sea,575,42,880.33,36973.86,Cloudy,Central,No,94.9,BlueDart,Operational,0
4254.0,8410.0,4.6,10,2024-08-12,2024-08-22,2024-08-27,Road,758,97,4285.43,415686.71,Clear,West,Yes,79.5,FedEx,Weather,0
4255.0,8849.0,4.9,7,2024-09-18,2024-09-25,2024-09-25,Air,706,78,4353.18,339548.04,Cloudy,Central,No,89.9,FedEx,Customs,1
4256.0,7533.0,4.2,2,2024-02-24,2024-02-26,2024-03-02,Air,792,61,2683.71,163706.31,Clear,North,No,82.8,EcomExpress,Customs,0
4257.0,6997.0,3.9,10,2024-04-08,2024-04-18,2024-04-18,Air,558,34,232.0,7888.0,Cloudy,North,Yes,90.9,BlueDart,,1
4258.0,5887.0,2.9,8,2024-04-01,2024-04-09,2024-04-11,Air,1038,12,4477.46,53729.52,Cloudy,South,Yes,99.1,BlueDart,Weather,0
4259.0,4224.0,3.9,5,2024-03-07,2024-03-12,2024-03-12,Air,26,53,4532.55,240225.15,Clear,East,No,76.1,DHL,Customs,1
4260.0,4486.0,3.1,7,2024-08-25,2024-09-01,2024-08-31,Road,865,25,1537.27,38431.75,Cloudy,Central,Yes,87.7,EcomExpress,Operational,1
4261.0,3695.0,4.3,7,2024-09-22,2024-09-29,2024-10-01,Road,78,64,2555.5,163552.0,Clear,Central,No,96.7,BlueDart,Weather,0
4262.0,2144.0,3.7,2,2024-07-21,2024-07-23,2024-07-26,Sea,1147,23,779.43,17926.89,Clear,Central,No,72.2,FedEx,Weather,0
4263.0,5655.0,2.9,3,2024-08-17,2024-08-20,2024-08-21,Air,251,86,1689.17,145268.62,Cloudy,South,No,78.9,BlueDart,Weather,0
4264.0,1861.0,5.0,2,2024-10-13,2024-10-15,2024-10-14,Air,762,40,2530.62,101224.8,Storm,North,No,81.2,BlueDart,Operational,1
4265.0,2259.0,4.8,6,2024-04-05,2024-04-11,2024-04-11,Road,447,54,2334.43,126059.22,Storm,East,Yes,72.1,BlueDart,Traffic,1
4266.0,6967.0,4.6,5,2024-05-29,2024-06-03,2024-06-08,Road,1479,71,283.78,20148.38,Cloudy,East,No,70.1,Delhivery,Weather,0
4267.0,6214.0,3.8,3,2024-10-22,2024-10-25,2024-10-29,Sea,1500,75,729.81,54735.75,Cloudy,Central,Yes,94.8,FedEx,,0
4268.0,1745.0,2.6,3,2024-09-09,2024-09-12,2024-09-15,Sea,568,28,913.27,25571.56,Storm,Central,Yes,92.6,Delhivery,Weather,0
4269.0,8907.0,3.3,6,2024-10-30,2024-11-05,2024-11-06,Air,680,40,623.61,24944.4,Rainy,East,No,79.6,DHL,Weather,0
4270.0,1022.0,2.8,2,2024-06-20,2024-06-22,2024-06-23,Road,525,79,1705.23,134713.17,Cloudy,West,No,80.3,FedEx,,0
4271.0,3186.0,3.8,10,2024-09-22,2024-10-02,2024-10-06,Sea,469,96,2291.97,220029.12,Cloudy,East,No,93.8,EcomExpress,Operational,0
4272.0,8996.0,3.9,8,2024-02-10,2024-02-18,2024-02-22,Sea,97,18,4273.89,76930.02,Clear,South,No,76.7,DHL,Customs,0
4273.0,8378.0,3.0,5,2024-03-27,2024-04-01,2024-04-05,Road,782,42,1454.79,61101.18,Storm,West,Yes,85.9,EcomExpress,Weather,0
4274.0,9184.0,4.7,3,2024-09-08,2024-09-11,2024-09-11,Sea,825,58,1842.38,106858.04,Storm,East,Yes,72.2,EcomExpress,Weather,1
4275.0,2403.0,3.8,2,2024-01-30,2024-02-01,2024-02-03,Air,1320,54,3889.78,210048.12,Rainy,South,Yes,82.3,FedEx,Operational,0
4276.0,2805.0,3.5,4,2024-08-27,2024-08-31,2024-08-30,Air,1245,35,3684.26,128949.1,Storm,Central,No,97.3,EcomExpress,Traffic,1
4277.0,6002.0,4.1,9,2024-08-20,2024-08-29,2024-08-30,Road,448,81,1824.87,147814.47,Clear,Central,No,93.5,BlueDart,Operational,0
4278.0,7446.0,4.2,9,2024-04-15,2024-04-24,2024-04-25,Air,526,29,491.71,14259.59,Clear,South,Yes,81.6,FedEx,Traffic,0
4279.0,1391.0,4.5,4,2024-09-13,2024-09-17,2024-09-20,Road,451,26,2930.48,76192.48,Clear,North,Yes,71.8,EcomExpress,Customs,0
4280.0,1244.0,3.1,6,2024-08-19,2024-08-25,2024-08-27,Air,1363,99,2695.72,266876.28,Rainy,North,No,81.9,BlueDart,Traffic,0
4281.0,9624.0,4.0,3,2024-08-08,2024-08-11,2024-08-14,Sea,1313,92,3822.81,351698.52,Clear,South,Yes,97.9,EcomExpress,Weather,0
4282.0,6526.0,3.5,4,2024-02-18,2024-02-22,2024-02-27,Air,352,33,4478.08,147776.64,Clear,East,No,95.7,EcomExpress,Weather,0
4283.0,1967.0,4.6,5,2024-10-16,2024-10-21,2024-10-20,Road,1309,92,1163.49,107041.08,Storm,Central,Yes,98.7,FedEx,Weather,1
4284.0,2519.0,3.0,6,2024-04-15,2024-04-21,2024-04-24,Air,1279,77,4260.64,328069.28,Rainy,West,Yes,73.1,DHL,Customs,0
4285.0,8920.0,4.2,6,2024-04-22,2024-04-28,2024-05-03,Sea,990,31,676.32,20965.92,Cloudy,West,No,91.4,BlueDart,Traffic,0
4286.0,5549.0,3.3,8,2024-11-16,2024-11-24,2024-11-27,Air,1308,66,4350.4,287126.4,Cloudy,South,No,76.4,DHL,Traffic,0
4287.0,7293.0,5.0,2,2024-01-25,2024-01-27,2024-02-01,Air,322,43,648.46,27883.78,Rainy,Central,No,80.7,EcomExpress,Traffic,0
4288.0,7064.0,4.2,8,2024-02-03,2024-02-11,2024-02-11,Sea,1479,53,640.87,33966.11,Rainy,North,Yes,70.4,FedEx,,1
4289.0,6561.0,2.6,3,2024-03-11,2024-03-14,2024-03-17,Air,334,85,2499.36,212445.6,Cloudy,West,No,86.0,BlueDart,Operational,0
4290.0,5684.0,3.6,3,2024-09-28,2024-10-01,2024-10-04,Air,1475,44,437.58,19253.52,Rainy,North,Yes,76.2,FedEx,Customs,0
4291.0,7212.0,2.6,7,2024-02-05,2024-02-12,2024-02-12,Sea,1459,40,1082.79,43311.6,Rainy,East,No,92.1,Delhivery,Traffic,1
4292.0,3832.0,2.9,10,2024-04-07,2024-04-17,2024-04-20,Road,951,31,2761.85,85617.35,Clear,West,No,85.6,EcomExpress,Customs,0
4293.0,9145.0,2.6,10,2024-06-15,2024-06-25,2024-06-28,Air,113,18,4201.24,75622.32,Rainy,North,Yes,80.8,BlueDart,,0
4294.0,6270.0,3.5,4,2024-07-02,2024-07-06,2024-07-07,Road,1197,36,701.3,25246.8,Cloudy,East,Yes,75.7,DHL,Customs,0
4295.0,3232.0,3.6,3,2024-02-14,2024-02-17,2024-02-20,Air,1426,79,3593.4,283878.6,Storm,South,Yes,90.1,EcomExpress,Traffic,0
4296.0,9828.0,4.8,4,2024-09-23,2024-09-27,2024-09-28,Air,139,64,4062.82,260020.48,Rainy,Central,No,85.6,Delhivery,Weather,0
4297.0,2282.0,5.0,10,2024-02-16,2024-02-26,2024-02-25,Sea,479,60,1267.58,76054.8,Clear,East,Yes,95.2,Delhivery,,1
4298.0,2980.0,2.7,7,2024-10-12,2024-10-19,2024-10-18,Sea,1101,34,1047.68,35621.12,Rainy,East,No,78.8,FedEx,Customs,1
4299.0,2632.0,3.4,7,2024-01-21,2024-01-28,2024-01-28,Road,935,97,1148.45,111399.65,Clear,West,No,96.8,BlueDart,Traffic,1
4300.0,1536.0,2.9,5,2024-01-08,2024-01-13,2024-01-15,Sea,927,42,3753.24,157636.08,Cloudy,East,No,92.6,DHL,Traffic,0
4301.0,5016.0,3.8,6,2024-06-07,2024-06-13,2024-06-16,Air,618,22,3642.07,80125.54,Storm,North,Yes,89.9,Delhivery,,0
4302.0,6542.0,2.5,2,2024-04-25,2024-04-27,2024-04-26,Air,86,21,611.11,12833.31,Clear,East,Yes,73.1,Delhivery,Customs,1
4303.0,1156.0,2.6,4,2024-10-03,2024-10-07,2024-10-07,Air,1024,25,4515.69,112892.25,Rainy,Central,No,86.5,EcomExpress,Customs,1
4304.0,3975.0,4.9,6,2024-09-05,2024-09-11,2024-09-10,Road,382,51,2253.56,114931.56,Cloudy,East,Yes,72.7,DHL,Customs,1
4305.0,6862.0,3.3,4,2024-08-15,2024-08-19,2024-08-24,Road,861,74,1489.74,110240.76,Cloudy,Central,Yes,71.0,DHL,Weather,0
4306.0,3681.0,4.8,8,2024-03-13,2024-03-21,2024-03-22,Air,86,9,2586.04,23274.36,Storm,West,No,91.8,BlueDart,Operational,0
4307.0,3170.0,4.4,10,2024-02-11,2024-02-21,2024-02-24,Sea,1224,25,2574.26,64356.5,Cloudy,North,Yes,81.2,EcomExpress,Operational,0
4308.0,1571.0,3.5,8,2024-09-09,2024-09-17,2024-09-18,Sea,1147,70,3021.29,211490.3,Cloudy,West,Yes,85.3,FedEx,,0
4309.0,7834.0,3.9,3,2024-01-18,2024-01-21,2024-01-21,Sea,317,34,4694.2,159602.8,Rainy,Central,Yes,87.0,EcomExpress,,1
4310.0,5183.0,4.5,2,2024-02-19,2024-02-21,2024-02-24,Sea,413,96,3401.96,326588.16,Clear,Central,Yes,81.5,EcomExpress,Weather,0
4311.0,1530.0,2.6,9,2024-02-14,2024-02-23,2024-02-25,Sea,95,27,1576.99,42578.73,Clear,South,Yes,86.4,FedEx,Operational,0
4312.0,3201.0,3.0,8,2024-05-05,2024-05-13,2024-05-13,Sea,1411,86,4947.69,425501.34,Clear,West,Yes,70.2,FedEx,Customs,1
4313.0,1085.0,3.8,6,2024-09-03,2024-09-09,2024-09-13,Sea,734,14,2200.96,30813.44,Clear,North,Yes,86.7,FedEx,Operational,0
4314.0,5316.0,3.0,9,2024-02-15,2024-02-24,2024-02-23,Sea,842,93,2356.14,219121.02,Cloudy,East,Yes,99.9,Delhivery,Operational,1
4315.0,2327.0,2.8,8,2024-07-13,2024-07-21,2024-07-24,Sea,364,5,1211.31,6056.55,Clear,East,No,86.8,FedEx,Customs,0
4316.0,5740.0,3.4,7,2024-07-13,2024-07-20,2024-07-23,Sea,160,54,3455.92,186619.68,Cloudy,Central,No,87.9,EcomExpress,Customs,0
4317.0,2877.0,4.8,10,2024-09-14,2024-09-24,2024-09-27,Sea,1481,39,4543.55,177198.45,Cloudy,East,No,73.2,BlueDart,,0
4318.0,2248.0,3.8,8,2024-09-13,2024-09-21,2024-09-20,Road,180,49,2840.59,139188.91,Rainy,South,No,99.5,DHL,,1
4319.0,4944.0,4.9,9,2024-03-10,2024-03-19,2024-03-18,Air,482,18,1850.2,33303.6,Cloudy,East,No,84.7,Delhivery,Customs,1
4320.0,6878.0,4.0,8,2024-07-26,2024-08-03,2024-08-08,Road,371,58,3968.36,230164.88,Cloudy,East,Yes,86.1,BlueDart,Customs,0
4321.0,7397.0,2.5,2,2024-06-18,2024-06-20,2024-06-22,Air,1047,64,3915.26,250576.64,Storm,East,Yes,85.8,FedEx,,0
4322.0,4303.0,3.5,5,2024-07-30,2024-08-04,2024-08-09,Sea,861,53,496.76,26328.28,Rainy,West,No,78.8,Delhivery,Operational,0
4323.0,4162.0,,10,2024-10-06,2024-10-16,2024-10-17,Air,1066,54,1136.29,61359.66,Storm,North,No,85.5,EcomExpress,Traffic,0
4324.0,5013.0,2.9,7,2024-08-29,2024-09-05,2024-09-05,Road,1128,40,1849.62,73984.8,Cloudy,South,Yes,77.8,DHL,,1
4325.0,7123.0,2.9,7,2024-01-16,2024-01-23,2024-01-23,Road,1144,79,2955.33,233471.07,Clear,West,No,96.5,FedEx,Operational,1
4326.0,4559.0,2.8,3,2024-01-03,2024-01-06,2024-01-08,Sea,1341,13,679.62,8835.06,Storm,West,No,95.6,DHL,Customs,0
4327.0,4442.0,4.6,8,2024-05-05,2024-05-13,2024-05-16,Sea,883,41,4151.37,170206.17,Cloudy,North,No,70.4,FedEx,Customs,0
4328.0,3216.0,3.7,3,2024-02-12,2024-02-15,2024-02-18,Road,282,97,3327.12,322730.64,Clear,South,Yes,86.8,BlueDart,,0
4329.0,1717.0,4.7,5,2024-04-16,2024-04-21,2024-04-20,Air,1477,28,3818.18,106909.04,Rainy,East,Yes,78.1,EcomExpress,Traffic,1
4330.0,4854.0,3.1,10,2024-07-10,2024-07-20,2024-07-20,Road,1017,44,3162.24,139138.56,Clear,North,No,95.7,DHL,Weather,1
4331.0,3765.0,3.6,6,2024-09-30,2024-10-06,2024-10-09,Sea,917,63,3358.03,211555.89,Cloudy,South,Yes,96.4,FedEx,Weather,0
4332.0,1446.0,4.9,4,2024-11-16,2024-11-20,2024-11-23,Sea,1455,30,863.83,25914.9,Rainy,South,No,78.1,EcomExpress,Operational,0
4333.0,1589.0,2.6,10,2024-07-03,2024-07-13,2024-07-12,Air,956,31,4859.29,150637.99,Clear,East,Yes,77.2,Delhivery,Traffic,1
4334.0,4732.0,3.3,8,2024-05-24,2024-06-01,2024-06-06,Road,299,67,3359.63,225095.21,Storm,East,Yes,86.7,FedEx,Weather,0
4335.0,3309.0,2.5,5,2024-05-06,2024-05-11,2024-05-12,Sea,849,68,3187.53,216752.04,Clear,West,No,79.9,DHL,Customs,0
4336.0,5198.0,3.7,6,2024-09-23,2024-09-29,2024-10-04,Air,1266,3,3428.17,10284.51,Cloudy,East,Yes,97.4,FedEx,Weather,0
4337.0,3728.0,3.3,3,2024-11-02,2024-11-05,2024-11-10,Road,799,60,388.41,23304.6,Storm,Central,No,89.1,EcomExpress,,0
4338.0,8678.0,4.0,10,2024-09-17,2024-09-27,2024-10-02,Sea,978,9,1364.2,12277.8,Storm,East,No,72.9,DHL,Traffic,0
4339.0,7183.0,4.2,4,2024-03-13,2024-03-17,2024-03-16,Road,827,28,4924.16,137876.48,Clear,West,No,77.5,EcomExpress,,1
4340.0,7978.0,5.0,8,2024-05-21,2024-05-29,2024-06-03,Air,405,54,499.47,26971.38,Rainy,East,Yes,80.6,FedEx,Customs,0
4341.0,6179.0,4.3,5,2024-11-26,2024-12-01,2024-12-04,Sea,398,94,2704.4,254213.6,Rainy,East,No,75.1,FedEx,Operational,0
4342.0,9239.0,4.0,6,2024-01-12,2024-01-18,2024-01-20,Sea,452,46,1347.1,61966.6,Clear,West,Yes,82.7,BlueDart,Operational,0
,4915.0,4.2,5,2024-10-09,2024-10-14,2024-10-17,Road,229,10,458.16,4581.6,Clear,East,No,76.1,Delhivery,,0
4344.0,8273.0,4.8,2,2024-09-28,2024-09-30,2024-10-02,Air,754,84,2301.53,193328.52,Cloudy,East,Yes,94.8,EcomExpress,Traffic,0
4345.0,9315.0,3.5,6,2024-06-24,2024-06-30,2024-07-05,Sea,598,8,2520.64,20165.12,Cloudy,West,No,92.1,BlueDart,,0
4346.0,5035.0,2.7,10,2024-09-05,2024-09-15,2024-09-18,Road,1464,62,650.08,40304.96,Storm,Central,Yes,88.2,BlueDart,,0
4347.0,2097.0,4.1,9,2024-04-01,2024-04-10,2024-04-11,Air,765,21,2541.55,53372.55,Storm,East,No,78.1,BlueDart,Operational,0
4348.0,7196.0,4.7,9,2024-06-25,2024-07-04,2024-07-06,Air,1041,40,387.07,15482.8,Clear,Central,No,85.5,EcomExpress,Customs,0
4349.0,6427.0,4.8,7,2024-05-30,2024-06-06,2024-06-10,Air,1124,13,2188.63,28452.19,Storm,East,No,84.9,Delhivery,Customs,0
4350.0,6708.0,4.1,4,2024-04-21,2024-04-25,2024-04-30,Sea,500,44,2929.49,128897.56,Rainy,East,No,83.9,EcomExpress,,0
4351.0,6392.0,3.7,5,2024-10-02,2024-10-07,2024-10-12,Road,1265,50,224.68,11234.0,Storm,South,Yes,82.9,EcomExpress,,0
4352.0,6289.0,4.1,7,2024-09-08,2024-09-15,2024-09-18,Sea,469,28,1973.25,55251.0,Clear,Central,Yes,73.8,DHL,Weather,0
4353.0,8345.0,4.4,3,2024-05-06,2024-05-09,2024-05-09,Sea,327,8,1832.63,14661.04,Clear,East,No,95.2,Delhivery,Operational,1
4354.0,5936.0,2.7,5,2024-05-21,2024-05-26,2024-05-29,Road,1363,1,4230.5,4230.5,Clear,East,No,72.8,DHL,Operational,0
4355.0,9448.0,2.8,10,2024-01-12,2024-01-22,2024-01-27,Air,165,69,466.47,32186.43,Cloudy,Central,No,96.0,EcomExpress,Customs,0
4356.0,7312.0,4.0,7,2024-03-13,2024-03-20,2024-03-19,Sea,743,89,3702.63,329534.07,Rainy,Central,No,82.4,FedEx,,1
4357.0,3360.0,4.0,5,2024-07-08,2024-07-13,2024-07-14,Air,345,85,325.22,27643.7,Rainy,West,Yes,77.7,Delhivery,Operational,0
4358.0,4217.0,3.3,10,2024-11-24,2024-12-04,2024-12-03,Air,198,100,4221.0,422100.0,Clear,East,Yes,87.8,EcomExpress,,1
4359.0,7520.0,3.7,9,2024-09-07,2024-09-16,2024-09-18,Sea,1107,2,2954.48,5908.96,Cloudy,East,No,98.3,Delhivery,Customs,0
4360.0,8714.0,3.8,3,2024-07-01,2024-07-04,2024-07-07,Road,53,17,3215.13,54657.21,Storm,South,Yes,72.5,Delhivery,,0
4361.0,3762.0,3.0,8,2024-08-06,2024-08-14,2024-08-15,Sea,867,64,3117.08,199493.12,Clear,East,Yes,87.9,Delhivery,,0
4362.0,4084.0,4.2,5,2024-04-22,2024-04-27,2024-04-30,Sea,1271,52,4358.6,226647.2,Rainy,West,Yes,87.1,BlueDart,Weather,0
4363.0,9787.0,2.9,8,2024-09-30,2024-10-08,2024-10-09,Air,230,18,1123.74,20227.32,Clear,South,No,76.9,BlueDart,Traffic,0
4364.0,5149.0,2.7,2,2024-11-18,2024-11-20,2024-11-24,Sea,723,54,573.41,30964.14,Rainy,South,No,89.8,FedEx,Weather,0
4365.0,8479.0,4.1,6,2024-06-26,2024-07-02,2024-07-03,Road,962,63,1196.85,75401.55,Cloudy,West,Yes,84.9,Delhivery,,0
4366.0,6646.0,3.9,8,2024-08-30,2024-09-07,2024-09-08,Sea,785,15,3161.38,47420.7,Cloudy,Central,Yes,86.3,EcomExpress,Traffic,0
4367.0,6171.0,4.8,10,2024-05-26,2024-06-05,2024-06-10,Road,914,15,3057.29,45859.35,Rainy,West,No,85.5,FedEx,,0
4368.0,3881.0,4.2,8,2024-06-28,2024-07-06,2024-07-07,Road,1101,23,2047.2,47085.6,Clear,South,No,84.9,EcomExpress,Traffic,0
4369.0,6333.0,3.8,8,2024-09-16,2024-09-24,2024-09-24,Air,1394,68,376.85,25625.8,Storm,West,Yes,93.7,Delhivery,Operational,1
4370.0,9974.0,4.9,5,2024-07-29,2024-08-03,2024-08-02,Road,361,19,3785.33,71921.27,Clear,South,No,78.0,EcomExpress,Traffic,1
4371.0,3802.0,4.6,2,2024-05-02,2024-05-04,2024-05-04,Road,795,70,2495.97,174717.9,Clear,South,No,91.1,BlueDart,,1
4372.0,2789.0,3.0,3,2024-11-23,2024-11-26,2024-11-25,Sea,632,23,771.26,17738.98,Storm,West,Yes,91.5,EcomExpress,,1
4373.0,4024.0,4.8,7,2024-07-23,2024-07-30,2024-07-31,Sea,455,77,3833.99,295217.23,Cloudy,North,No,95.7,EcomExpress,Customs,0
4374.0,1084.0,3.5,3,2024-05-27,2024-05-30,2024-05-31,Road,448,82,2243.75,183987.5,Clear,West,Yes,87.4,DHL,Operational,0
4375.0,2177.0,4.5,10,2024-03-31,2024-04-10,2024-04-10,Air,495,59,1209.1,71336.9,Rainy,North,No,79.2,DHL,Traffic,1
4376.0,4782.0,3.5,4,2024-05-05,2024-05-09,2024-05-13,Sea,326,65,3315.88,215532.2,Storm,West,No,74.9,EcomExpress,Customs,0
4377.0,9139.0,3.3,10,2024-05-05,2024-05-15,2024-05-16,Road,1083,20,3985.16,79703.2,Cloudy,West,Yes,95.2,Delhivery,Customs,0
4378.0,4775.0,4.0,3,2024-01-04,2024-01-07,2024-01-10,Road,167,2,3424.75,6849.5,Rainy,East,Yes,77.7,DHL,Customs,0
4379.0,9428.0,2.9,6,2024-08-28,2024-09-03,2024-09-03,Sea,1336,85,4264.09,362447.65,Storm,East,Yes,80.1,Delhivery,Traffic,1
4380.0,4785.0,4.4,5,2024-05-27,2024-06-01,2024-06-05,Road,1072,17,4242.01,72114.17,Clear,South,Yes,83.9,EcomExpress,Traffic,0
4381.0,9183.0,3.2,8,2024-01-19,2024-01-27,2024-01-30,Air,155,51,3413.81,174104.31,Clear,North,Yes,94.9,FedEx,Traffic,0
4382.0,1498.0,2.8,3,2024-07-15,2024-07-18,2024-07-17,Air,1039,87,1704.04,148251.48,Rainy,Central,Yes,83.2,EcomExpress,Weather,1
4383.0,7476.0,4.2,2,2024-04-09,2024-04-11,2024-04-15,Air,1215,18,4749.06,85483.08,Storm,South,No,76.7,FedEx,,0
4384.0,8410.0,4.4,2,2024-07-19,2024-07-21,2024-07-23,Air,131,61,2632.42,160577.62,Storm,South,No,72.7,DHL,Customs,0
4385.0,4977.0,2.8,7,2024-06-25,2024-07-02,2024-07-07,Sea,1109,34,3505.69,119193.46,Clear,South,Yes,79.0,BlueDart,Weather,0
4386.0,3653.0,3.4,10,2024-10-04,2024-10-14,2024-10-18,Air,257,46,2692.59,123859.14,Clear,East,Yes,91.0,Delhivery,Customs,0
